2022-05-09 15:23:12,600 | root | DEBUG | parent match912-0000004 912-0000004
2022-05-09 15:23:12,600 | root | DEBUG | parent match912-0000004 912-0000004
2022-05-09 15:23:12,606 | root | DEBUG | pn match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,606 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,607 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,608 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,609 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,610 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,611 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,612 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,613 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,614 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,615 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,615 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,615 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,615 | root | DEBUG | parent match910-0000003 910-0000003
2022-05-09 15:23:12,620 | root | DEBUG | pn match423-0000077 423-0000077
2022-05-09 15:23:12,626 | root | DEBUG | pn match423-0000076 423-0000076
2022-05-09 15:23:12,631 | root | DEBUG | pn match423-0000043 423-0000043
2022-05-09 15:23:12,637 | root | DEBUG | pn match423-0000041 423-0000041
2022-05-09 15:23:12,643 | root | DEBUG | pn match423-0000040 423-0000040
2022-05-09 15:23:12,648 | root | DEBUG | pn match423-0000075 423-0000075
2022-05-09 15:23:12,654 | root | DEBUG | pn match423-0000047 423-0000047
2022-05-09 15:23:12,660 | root | DEBUG | pn match423-0000046 423-0000046
2022-05-09 15:23:12,666 | root | DEBUG | pn match423-0000044 423-0000044
2022-05-09 15:23:12,672 | root | DEBUG | pn match423-0000042 423-0000042
2022-05-09 15:23:12,678 | root | DEBUG | pn match446-0000018 446-0000018
2022-05-09 15:23:12,678 | root | DEBUG | pn match446-0000018 446-0000018
2022-05-09 15:23:12,685 | root | DEBUG | pn match446-0000017 446-0000017
2022-05-09 15:23:12,685 | root | DEBUG | pn match446-0000017 446-0000017
2022-05-09 15:23:12,691 | root | DEBUG | pn match446-0000012 446-0000012
2022-05-09 15:23:12,697 | root | DEBUG | pn match446-0000009 446-0000009
2022-05-09 15:23:12,697 | root | DEBUG | pn match446-0000009 446-0000009
2022-05-09 15:23:12,702 | root | DEBUG | pn match423-0000052 423-0000052
2022-05-09 15:23:12,708 | root | DEBUG | pn match423-0000051 423-0000051
2022-05-09 15:23:12,714 | root | DEBUG | pn match423-0000050 423-0000050
2022-05-09 15:23:12,720 | root | DEBUG | pn match423-0000049 423-0000049
2022-05-09 15:23:12,725 | root | DEBUG | pn match423-0000048 423-0000048
2022-05-09 15:23:12,731 | root | DEBUG | pn match423-0000045 423-0000045
2022-05-09 15:23:12,737 | root | DEBUG | pn match446-0000018 446-0000018
2022-05-09 15:23:12,737 | root | DEBUG | pn match446-0000018 446-0000018
2022-05-09 15:23:12,743 | root | DEBUG | pn match446-0000017 446-0000017
2022-05-09 15:23:12,743 | root | DEBUG | pn match446-0000017 446-0000017
2022-05-09 15:23:12,749 | root | DEBUG | pn match446-0000011 446-0000011
2022-05-09 15:23:12,754 | root | DEBUG | pn match446-0000009 446-0000009
2022-05-09 15:23:12,754 | root | DEBUG | pn match446-0000009 446-0000009
2022-05-09 15:23:12,760 | root | DEBUG | pn match417-0000018 417-0000018
2022-05-09 15:23:12,765 | root | DEBUG | pn match446-0000026 446-0000026
2022-05-09 15:23:12,771 | root | DEBUG | pn match423-0000058 423-0000058
2022-05-09 15:23:12,777 | root | DEBUG | pn match920-0000012 920-0000012
2022-05-09 15:23:12,778 | root | DEBUG | pn match920-0000012 920-0000012
2022-05-09 15:23:12,783 | root | DEBUG | pn match415-0000031 415-0000031
2022-05-09 15:23:12,789 | root | DEBUG | pn match452-0000002 452-0000002
2022-05-09 15:23:12,794 | root | DEBUG | pn match441-0000003 441-0000003
2022-05-09 15:23:12,795 | root | DEBUG | pn match441-0000003 441-0000003
2022-05-09 15:23:12,800 | root | DEBUG | pn match445-0000001 445-0000001
2022-05-09 15:23:12,800 | root | DEBUG | pn match445-0000001 445-0000001
2022-05-09 15:23:12,806 | root | DEBUG | pn match438-0000023 438-0000023
2022-05-09 15:23:12,806 | root | DEBUG | pn match438-0000023 438-0000023
2022-05-09 15:23:12,810 | root | DEBUG | pn match438-0000017 438-0000017
2022-05-09 15:23:12,812 | root | DEBUG | pn match438-0000017 438-0000017
2022-05-09 15:23:12,812 | root | DEBUG | pn match438-0000017 438-0000017
2022-05-09 15:23:12,817 | root | DEBUG | pn match920-0000011 920-0000011
2022-05-09 15:23:12,818 | root | DEBUG | pn match920-0000011 920-0000011
2022-05-09 15:23:12,824 | root | DEBUG | pn match415-0000030 415-0000030
2022-05-09 15:23:12,830 | root | DEBUG | pn match452-0000001 452-0000001
2022-05-09 15:23:12,835 | root | DEBUG | pn match441-0000003 441-0000003
2022-05-09 15:23:12,835 | root | DEBUG | pn match441-0000003 441-0000003
2022-05-09 15:23:12,841 | root | DEBUG | pn match445-0000001 445-0000001
2022-05-09 15:23:12,841 | root | DEBUG | pn match445-0000001 445-0000001
2022-05-09 15:23:12,847 | root | DEBUG | pn match438-0000023 438-0000023
2022-05-09 15:23:12,847 | root | DEBUG | pn match438-0000023 438-0000023
2022-05-09 15:23:12,851 | root | DEBUG | pn match438-0000017 438-0000017
2022-05-09 15:23:12,852 | root | DEBUG | pn match438-0000017 438-0000017
2022-05-09 15:23:12,852 | root | DEBUG | pn match438-0000017 438-0000017
2022-05-09 15:23:12,858 | root | DEBUG | pn match423-0000082 423-0000082
2022-05-09 15:23:12,864 | root | DEBUG | pn match610-0000002 610-0000002
2022-05-09 15:23:12,870 | root | DEBUG | pn match417-0000019 417-0000019
2022-05-09 15:23:12,876 | root | DEBUG | pn match423-0000057 423-0000057
2022-05-09 15:23:12,881 | root | DEBUG | pn match423-0000056 423-0000056
2022-05-09 15:23:12,887 | root | DEBUG | pn match423-0000055 423-0000055
2022-05-09 15:23:12,893 | root | DEBUG | pn match423-0000054 423-0000054
2022-05-09 15:23:12,899 | root | DEBUG | pn match423-0000053 423-0000053
2022-05-09 15:23:12,905 | root | DEBUG | pn match415-0000032 415-0000032
2022-05-09 15:23:12,911 | root | DEBUG | pn match415-0000029 415-0000029
2022-05-09 15:23:12,917 | root | DEBUG | pn match423-0000034 423-0000034
2022-05-09 15:23:12,922 | root | DEBUG | pn match415-0000028 415-0000028
2022-05-09 15:23:12,928 | root | DEBUG | pn match445-0000004 445-0000004
2022-05-09 15:23:12,934 | root | DEBUG | pn match441-0000005 441-0000005
2022-05-09 15:23:12,941 | root | DEBUG | pn match441-0000004 441-0000004
2022-05-09 15:23:12,947 | root | DEBUG | pn match438-0000018 438-0000018
2022-05-09 15:23:12,951 | root | DEBUG | pn match438-0000005 438-0000005
2022-05-09 15:23:12,953 | root | DEBUG | pn match438-0000005 438-0000005
2022-05-09 15:23:12,958 | root | DEBUG | pn match215-0000117 215-0000117
2022-05-09 15:23:12,964 | root | DEBUG | pn match420-0000002 420-0000002
2022-05-09 15:23:12,970 | root | DEBUG | pn match420-0000001 420-0000001
2022-05-09 15:23:12,971 | root | DEBUG | pn match411-0000003 411-0000003
2022-05-09 15:23:12,972 | root | DEBUG | pn match411-0000003 411-0000003
2022-05-09 15:23:12,972 | root | DEBUG | pn match411-0000003 411-0000003
2022-05-09 15:23:12,973 | root | DEBUG | pn match411-0000003 411-0000003
2022-05-09 15:23:12,973 | root | DEBUG | pn match411-0000003 411-0000003
2022-05-09 15:23:12,974 | root | DEBUG | pn match411-0000003 411-0000003
2022-05-09 15:23:12,975 | root | DEBUG | pn match411-0000003 411-0000003
2022-05-09 15:23:12,981 | root | DEBUG | pn match419-0000001 419-0000001
2022-05-09 15:23:12,987 | root | DEBUG | pn match417-0000010 417-0000010
2022-05-09 15:23:12,993 | root | DEBUG | pn match417-0000009 417-0000009
2022-05-09 15:23:12,999 | root | DEBUG | pn match229-0000030 229-0000030
2022-05-09 15:23:13,003 | root | DEBUG | pn match438-0000011 438-0000011
2022-05-09 15:23:13,005 | root | DEBUG | pn match438-0000011 438-0000011
2022-05-09 15:23:13,011 | root | DEBUG | pn match446-0000007 446-0000007
2022-05-09 15:23:13,017 | root | DEBUG | pn match423-0000084 423-0000084
2022-05-09 15:23:13,022 | root | DEBUG | pn match980-0000004 980-0000004
2022-05-09 15:23:13,022 | root | DEBUG | parent match980-0000004 980-0000004
2022-05-09 15:23:13,022 | root | DEBUG | parent match980-0000004 980-0000004
2022-05-09 15:23:13,022 | root | DEBUG | parent match980-0000004 980-0000004
2022-05-09 15:23:13,025 | root | DEBUG | pn match446-0000032 446-0000032
2022-05-09 15:23:13,025 | root | DEBUG | pn match446-0000032 446-0000032
2022-05-09 15:23:13,028 | root | DEBUG | pn match446-0000032 446-0000032
2022-05-09 15:23:13,029 | root | DEBUG | pn match446-0000032 446-0000032
2022-05-09 15:23:13,034 | root | DEBUG | pn match913-0000003 913-0000003
2022-05-09 15:23:13,034 | root | DEBUG | parent match913-0000003 913-0000003
2022-05-09 15:23:13,034 | root | DEBUG | parent match913-0000003 913-0000003
2022-05-09 15:23:13,035 | root | DEBUG | parent match913-0000003 913-0000003
2022-05-09 15:23:13,035 | root | DEBUG | 3 = level of bom explosion completed
2022-05-09 15:23:13,035 | root | DEBUG | 4 = level of bom explosion attempted
2022-05-09 15:23:13,042 | root | DEBUG | pn match423-0000030 423-0000030
2022-05-09 15:23:13,048 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,048 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,048 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,054 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,059 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,060 | root | DEBUG | pn match423-0000029 423-0000029
2022-05-09 15:23:13,065 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,065 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,065 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,071 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,071 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,072 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,072 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,072 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,072 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,072 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,072 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,072 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,077 | root | DEBUG | pn match433-0000004 433-0000004
2022-05-09 15:23:13,078 | root | DEBUG | pn match423-0000028 423-0000028
2022-05-09 15:23:13,083 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,083 | root | DEBUG | pn match433-0000009 433-0000009
2022-05-09 15:23:13,083 | root | DEBUG | pn match433-0000009 433-0000009
